id,datetime,uuid,index,ambienttemperatue,bearingshafttemperature,blade1pitchangle,blade2pitchangle,blade3pitchangle,controlboxtemperature,gearboxbearingtemperature,gearboxoiltemperature,generatorrpm,generatorwinding1temperature,generatorwinding2temperature,hubtemperature,mainboxtemperature,nacelleposition,reactivepower,rotorrpm,turbinestatus,wtg,winddirection,windspeed,activepower
81780,2024-05-07 03:23:26.061514,cba78ffe-1541-4cd7-b800-ddf066664a3b,16323,23.784741200000006,40.944724,-1.073940834,-0.5034514328571429,-0.5034514328571429,0.0,63.82747755555556,56.8568317,1060.60154,62.95912729999999,62.0361442,33.003815,34.43211622222222,182.0,73.15643266666667,9.513159300000002,2.0,G01,182.0,5.30131095,363.1962827777778
81781,2024-05-07 03:24:26.146200,818d8cbd-5791-4391-b8cf-0c6a9ca11623,16324,23.710127222222223,40.87560577777778,-1.0946455653846154,-0.5096724390909091,-0.5096724390909091,0.0,63.96109166666666,56.76777388888888,1069.9182666666666,62.982792111111095,62.06767588888889,33.003815,34.3625015,182.0,73.8558843125,9.57327727777778,2.0,G01,182.0,5.344837375,356.8987131250001
81782,2024-05-07 03:25:26.203470,f7991796-3a96-4f8d-b2dd-95361d809186,16325,23.63399233333333,40.788139125,-1.119798483333333,-0.5345769618181818,-0.5345769618181818,0.0,63.64447425,56.6549098888889,1041.3870333333334,62.76833755555555,61.84628755555556,32.9961465,34.3125,182.0,68.59503084210527,9.33764638888889,2.0,G01,182.0,5.787131421052632,337.89015
81783,2024-05-07 03:26:26.223161,b5c47493-2c31-4dd8-bc94-8d59fbf56cc8,16326,23.6477117,40.7058017,-1.141878433333333,-0.5705732999999998,-0.5705732999999998,0.0,63.802500300000005,56.54361970000001,1073.9942,62.778283,61.85757249999999,32.99618499999999,34.3068035,182.0,76.47293688888887,9.62733715,2.0,G01,182.0,5.8387276,374.2850138888888
81784,2024-05-07 03:27:26.295236,0b2e33cd-8f73-4f4f-82a7-d35df8bf90a5,16327,23.639895888888887,40.6020285,-1.0872635533333332,-0.5457273625,-0.5457273625,0.0,63.5201235,56.43535688888889,1036.6869333333334,62.62599922222223,61.70217644444445,32.996185,34.24690625,182.0,65.57651121052629,9.301802166666668,2.0,G01,182.0,5.372794557894737,320.557792631579
81785,2024-05-07 03:28:26.367422,cc20fa40-2913-4482-9b34-cc76f3a657f8,16328,23.515097200000003,40.480217666666654,-0.074787765368421,0.4957654189473684,0.4957654189473684,0.0,62.79661377777778,56.2024453,1030.09082,61.76932219999999,60.8313351,32.996185,34.17344411111111,179.5,42.34871884210528,9.229069400000002,2.0,G01,179.5,4.8831998157894745,210.74231
81786,2024-05-07 03:29:26.394104,8cb6498f-0377-4a60-b25f-646af9dc4e08,16329,23.4880423,40.3682407,-0.4702958622222223,0.1000148749999999,0.1000148749999999,0.0,62.56668950000001,55.90696929999999,1030.17079,61.00263029999999,60.05827830000001,32.983870100000004,34.0875,172.0,51.12469383333334,9.2391921,2.0,G01,172.0,5.094677527777779,249.90233277777776
81787,2024-05-07 03:30:26.407394,3f6ad8fb-f5ad-494f-aa74-e5a829827c17,16330,23.4486045,40.29426466666667,-0.4087801657894736,0.1609564957368421,0.1609564957368421,0.0,62.397704,55.740626,1030.2715625,60.629967625000006,59.688969875,32.988633166666666,33.98417783333333,172.0,49.44017426315789,9.248415375,2.0,G01,172.0,4.966615568421054,248.64932263157883
81788,2024-05-07 03:31:26.479310,31f373d0-e19c-4dc3-a74a-050c3781a88e,16331,23.3234517,40.2054492,0.096868853368421,0.6669773442105263,0.6669773442105263,0.0,61.88422740000001,55.48717979999999,1029.81036,59.84374680000001,58.8942441,32.986116300000006,33.893953999999994,172.0,38.48035042105264,9.23820565,2.0,G01,172.0,4.711447189473684,190.11150842105263
81789,2024-05-07 03:32:26.543182,4c78c52f-d2cc-4335-a5ee-30c3820759c8,16332,23.433071700000006,40.109011333333335,-0.6771925778947371,0.0654313086363636,0.0654313086363636,0.0,62.01483611111112,55.34535080000001,1030.02814,59.4226267,58.4781713,32.988673777777784,33.77101811111111,172.0,55.50946431578948,9.23440895,2.0,G01,172.0,5.2754471947368415,278.0818515789473
81790,2024-05-07 03:33:26.589785,5db16b14-89e1-455e-b6e4-daf6b928d000,16333,23.4065228,40.05185966666667,-0.6259104000000001,0.0470664497142857,0.0470664497142857,0.0,62.057092,55.2146739,1030.03256,59.4714387,58.53497420000001,32.76624133333334,33.677903111111114,172.0,52.78174789473685,9.237100300000002,2.0,G01,172.0,5.147326089473684,259.91131052631573
81791,2024-05-07 03:34:26.661770,9670dbaf-ff4e-456f-a4b5-106b868de9b4,16334,23.5036698,39.9953844,-0.9284883746153846,-0.217902239,-0.217902239,0.0,62.24256860000001,55.1515598,1062.76868,59.46229189999999,58.5132306,32.6980736,33.6123611,172.0,70.46082877777778,9.52276845,2.0,G01,172.0,5.834144294444445,350.2207844444445
81792,2024-05-07 03:35:26.686859,b67d3766-a625-47b8-8e91-0594ad9a2b77,16335,23.69194244444445,40.04189725,-1.129213,-0.5570166,-0.5570166,0.0,63.29964425,55.320033444444455,1132.4894111111114,60.32250477777777,59.41852766666667,32.95844125,33.5625,172.0,89.44330231578947,10.154999777777777,2.0,G01,172.0,5.98179984736842,443.9008394736842
81793,2024-05-07 03:36:26.703318,881b5b35-99fc-4c3c-a040-9d22dc6133a9,16336,23.635008555555554,40.0529295,-1.129213,-0.5570166,-0.5570166,0.0,63.351010625,55.49267066666667,1086.0752666666667,60.752683,59.87091188888888,32.1600945,33.562513375,175.6,77.8170633888889,9.739299111111109,2.0,G01,175.6,5.789510888888889,380.8695694444445
81794,2024-05-07 03:37:26.783135,0c825daa-10f8-4476-ad89-b922c4cca11b,16337,23.4897515,39.9641125,-0.5995286176470588,-0.030670971,-0.030670971,0.0,62.46754699999999,55.4183035,1029.98295,60.355301100000005,59.44394179999999,32.00388710000001,33.625,178.0,53.66121477777778,9.224643099999998,2.0,G01,178.0,5.295305383333333,262.45460222222226
81795,2024-05-07 03:38:26.855062,d36b555c-c42c-43d5-8f08-3dd1c72ed46a,16338,23.427447875,39.85333057142857,-0.3763618541666667,0.1941265591666666,0.1941265591666666,0.0,62.09608285714286,55.236062625,1029.9058874999996,59.85031574999999,58.91948299999999,32.003815,33.578125,172.85714285714286,48.19069572222222,9.22784725,2.0,G01,172.85714285714286,5.047405288888887,237.45142277777785
81796,2024-05-07 03:39:26.895332,a6d1ede6-2470-4e93-9962-8454c3709101,16339,23.301307,39.7810121111111,0.2133441178421052,0.7825833594736843,0.7825833594736843,0.0,61.52632966666666,54.96309666666666,1029.924866666667,59.17148633333333,58.22853711111111,32.003815,33.515625,166.0,35.550046263157896,9.229738888888887,2.0,G01,166.0,4.565115552631579,175.5899363157895
81797,2024-05-07 03:40:26.967573,53b06fc4-b341-4f10-8016-5c49241c7355,16340,23.3331902,39.71772266666667,0.0307411690157894,0.6005180394736843,0.6005180394736843,0.0,61.25213166666666,54.68615139999999,1030.0951300000004,58.3505894,57.40946120000001,32.003815,33.38193855555556,166.0,40.52734631578947,9.2390812,2.0,G01,166.0,4.761089310526316,199.60053526315792
81798,2024-05-07 03:41:26.991333,09ed3911-7344-4f3c-99e7-7b50fb89d0e4,16341,23.25926488888889,39.6600785,0.7046375489473684,1.2742460768421051,1.2742460768421051,0.0,60.43169812499999,54.35918022222221,1030.0991,57.57041955555556,56.65244533333334,32.003815,33.242869375,166.0,25.74390615789473,9.236642666666668,2.0,G01,166.0,4.572131363157895,128.00848473684212
81799,2024-05-07 03:42:27.063325,ae6748b3-f618-45aa-93a0-57c6487b7c34,16342,23.24812933333333,39.5842825,1.4023749222222224,1.9713570277777777,1.9713570277777777,0.0,59.22406062499999,53.908134,1029.9219111111113,56.55590400000001,55.65010011111112,32.003815,33.1328125,166.0,16.10205813888889,9.230383444444444,2.0,G01,166.0,4.087022111111112,81.74132944444446
81800,2024-05-07 03:43:27.136062,4dd261e8-5673-46c5-a091-b5f4db1c916c,16343,23.212806999999994,39.5146798,1.4668658315789471,2.036014610526316,2.036014610526316,0.0,58.3731509,53.3925426,1029.93508,55.54308270000001,54.6609159,32.0039889,32.9375,166.0,15.055113026315787,9.23240175,2.0,G01,166.0,3.974852405263158,74.46295752631579
81801,2024-05-07 03:44:27.202200,f4dc0ff3-3571-4777-972e-63039cfb5d03,16344,23.138032111111123,39.433612875,1.5569835058823531,2.1256530058823526,2.1256530058823526,0.0,57.5111225,52.890612777777775,1029.9754111111113,54.556901777777774,53.702848,32.004439000000005,32.76430725,166.0,4.474729494117646,9.242736722222224,2.0,G01,166.0,3.425811594117647,23.01451641176472
81802,2024-05-07 03:45:27.215340,c613347a-f4de-4120-997f-98ef9412b8eb,16345,23.081103111111112,39.3875345,1.4761038777777782,2.0449799055555555,2.0449799055555555,0.0,56.596142875,52.25203488888889,1030.0449333333331,53.62928555555556,52.801043888888906,32.00641375,32.611470749999995,166.0,1.29515734,9.23737111111111,2.0,G01,166.0,3.2502332277777786,3.413555165
81803,2024-05-07 03:46:27.283293,9c68b9fe-9a18-4722-ab33-ec8e0fdd2b9f,16346,23.0706053,39.3300727,1.5699075,2.1386618157894737,2.1386618157894737,0.0,56.00082319999999,51.78240220000001,1030.1271800000002,52.797424,51.985389700000006,32.00454620000001,32.41875,166.0,10.350215542105264,9.23448255,2.0,G01,166.0,3.431536647368421,49.86976568421053
81804,2024-05-07 03:47:27.323341,6aca9d4f-eada-4292-adf0-52b7c0733b9e,16347,23.14125925,39.26804528571428,1.386625122222222,1.9547533,1.9547533,0.0,56.15991028571429,51.57977375,1029.8824125,52.20725275,51.41633900000001,32.00711657142857,32.276785714285715,166.0,16.9284465,9.232848874999998,2.0,G01,166.0,4.139227533333334,84.17420333333331
